"bandNumber","site","bandDate","age","sex","mass","wing","species","bandYear","bci","imp","can","imp2","can2","cCats","tCats","ch"
"1272-43131","ONTAHOUDC1",2010-07-20,"HY","U",68.3,125.5,"AMRO",2010,-0.903574618170319,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000001000000"
"1272-43138","STEWBETMD1",2012-05-10,"AHY","F",76.8,129,"AMRO",2012,-0.28156261421032,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000010000"
"1272-43142","BLOCDAVMD1",2012-05-12,"AHY","F",76.8,124,"AMRO",2012,0.393161592802466,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000000010000"
"1272-43143","BLOCDAVMD1",2012-05-12,"AHY","M",71.3,122,"AMRO",2012,-0.0543274451557277,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000000010000"
"1272-43144","BLOCDAVMD1",2012-05-12,"AHY","M",71.6,122,"AMRO",2012,-0.0140203437341767,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000000010000"
"1272-43153","ZAMBTRAMD1",2012-05-23,"AHY","M",69.8,121,"AMRO",2012,-0.118854611960064,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000000000010001"
"1272-43154","ZAMBTRAMD1",2012-05-23,"AHY","F",69.6,118,"AMRO",2012,0.283060678601331,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000000000010000"
"1272-43155","FISHFERVA1",2012-05-26,"AHY","M",68.3,130,"AMRO",2012,-1.42907400755758,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000000011000"
"1272-43156","BURDROBVA1",2012-05-29,"AHY","F",79.6,130,"AMRO",2012,-0.0716002302131702,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000010000"
"1272-43159","FARYSIMMD1",2012-06-08,"AHY","M",71.3,125,"AMRO",2012,-0.455762061870034,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000010000"
"1272-43160","FARYSIMMD1",2012-06-08,"AHY","F",79.2,125,"AMRO",2012,0.561179545240956,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000010000"
"1272-43161","FARYSIMMD1",2012-06-08,"AHY","F",81.1,123,"AMRO",2012,1.10674619971917,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000010000"
"1272-43162","KESTSABDC1",2012-06-16,"AHY","M",71.2,130,"AMRO",2012,-1.08069578151344,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000010000"
"1272-43170","BALASUCMD1",2013-07-23,"HY","U",68.3,125,"AMRO",2013,-0.841942419000791,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000001000"
"1272-43171","BALASUCMD1",2013-07-23,"HY","U",72.3,128,"AMRO",2013,-0.707984021996802,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000001000"
"1272-43172","BALASUCMD1",2013-07-23,"HY","U",74.9,131,"AMRO",2013,-0.75689712500709,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000001000"
"1272-43173","BALASUCMD1",2013-07-23,"HY","U",68.6,126,"AMRO",2013,-0.926452712263955,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000001000"
"1272-43183","GERYERIMD1",2014-04-14,"AHY","M",68.9,127,"AMRO",2014,-1.00935832569396,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000000000000100"
"1292-64201","MOSMCARMD1",2009-05-19,"AHY","M",76.3,127,"AMRO",2009,-0.0830562310038871,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00000000010000000"
"1292-64205","BURDROBVA1",2009-05-25,"AHY","F",70.3,120,"AMRO",2009,0.090481446661475,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000010000000"
"1292-64206","BURDROBVA1",2009-05-25,"AHY","F",76.2,127,"AMRO",2009,-0.0955738268780767,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000010000000"
"1292-64207","BURDROBVA1",2009-05-25,"AHY","M",67.3,128,"AMRO",2009,-1.32527294737814,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000010000000"
"1292-64208","BURDROBVA1",2009-05-25,"AHY","M",68.9,126,"AMRO",2009,-0.888373138630949,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000010000000"
"1292-64209","BURDROBVA1",2009-05-25,"AHY","M",73.2,132,"AMRO",2009,-1.07386351093127,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000010000000"
"1292-64211","CAMPROSMD1",2009-05-29,"AHY","F",77.5,127,"AMRO",2009,0.0671549194863958,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000010000000"
"1292-64212","CAMPROSMD1",2009-05-29,"AHY","M",76.3,130,"AMRO",2009,-0.468030625366848,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000010000000"
"1292-64237","LEONTESDC1",2010-05-13,"AHY","F",70.9,124.5,"AMRO",2010,-0.442563597672746,58.55267795,9.400422031,3428.41609511642,88.3679343609102,0,0.166666666666667,"00000000001000000"
"1292-64238","KESTSABDC1",2010-05-15,"AHY","M",78,130,"AMRO",2010,-0.263808906651315,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000001000000"
"1292-64247","BUISNORVA1",2010-05-29,"AHY","M",69.4,125,"AMRO",2010,-0.700342954719512,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000001010000"
"1292-64251","STUECHRVA2",2010-06-05,"AHY","M",73.8,128,"AMRO",2010,-0.522797344382398,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000001000000"
"1292-64258","BURDROBVA1",2010-06-16,"AHY","M",74.6,121,"AMRO",2010,0.535480787768368,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"1292-64264","PADORAMVA1",2010-07-01,"AHY","M",76.1,129,"AMRO",2010,-0.366806019004076,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000000001010000"
"1292-64265","PADORAMVA1",2010-07-01,"AHY","M",76.8,122,"AMRO",2010,0.684636080906039,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000000001000000"
"1292-64267","MCDOELIVA1",2010-07-17,"AHY","M",72.9,127,"AMRO",2010,-0.508654490726353,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000001000000"
"1292-64276","WILLTERMD1",2012-05-24,"HY","U",88.5,113,"AMRO",2012,NA,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000000010000"
"1292-64279","OBRICHRMD1",2012-06-02,"AHY","F",75.1,121,"AMRO",2012,0.603640725240079,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000000010000"
"1292-64280","CAMPGLOMD1",2012-06-06,"AHY","F",79.8,124,"AMRO",2012,0.78484688482643,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000010000"
"1292-64281","CAMPGLOMD1",2012-06-06,"HY","U",70.1,116,"AMRO",2012,0.659764395697332,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000010000"
"1292-64292","GERYERIMD1",2012-07-19,"HY","U",76.2,121,"AMRO",2012,0.753592587677846,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000000000010000"
"1292-64323","LANDCELVA1",2009-06-20,"AHY","M",73.8,130,"AMRO",2009,-0.768356682301452,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000011000000"
"1292-64324","LANDCELVA1",2009-06-20,"AHY","F",86.8,129,"AMRO",2009,0.936200311414769,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000010000000"
"1292-64325","LANDCELVA1",2009-06-20,"AHY","M",73.8,120,"AMRO",2009,0.574629692093247,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000011000000"
"1292-64326","LANDCELVA1",2009-06-20,"AHY","M",75.9,127,"AMRO",2009,-0.133126614500647,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000010000000"
"1292-64328","ONTAHOUDC1",2009-06-26,"AHY","F",70,123,"AMRO",2009,-0.363316460185942,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000010000000"
"1292-64335","BROWANNDC1",2009-06-30,"HY","U",73.4,116.5,"AMRO",2009,1.06296525753688,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000000010000000"
"1292-64336","BROWANNDC1",2009-06-30,"AHY","F",79.1,128,"AMRO",2009,0.131528916521822,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000000011000000"
"1292-64346","JACOMERMD1",2009-07-18,"AHY","M",73.2,128,"AMRO",2009,-0.596872015428159,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000000010000000"
"1292-64401","BALASUCMD1",2009-06-12,"AHY","F",85.5,122,"AMRO",2009,1.85354202213102,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000010000000"
"1292-64402","BALASUCMD1",2009-06-12,"AHY","F",82.9,125,"AMRO",2009,1.03746865236889,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000010000000"
"1292-64405","OBRICHRMD1",2009-06-30,"AHY","M",NA,NA,"AMRO",2009,NA,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000010000000"
"1292-64406","OBRICHRMD1",2009-06-30,"AHY","F",77.3,125,"AMRO",2009,0.316598652391476,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000010000000"
"1292-64501","BRIGKIMMD1",2009-05-28,"AHY","M",72.8,126,"AMRO",2009,-0.393338681401891,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000010000000"
"1292-64502","COLSKATMD1",2009-05-29,"AHY","M",76,130,"AMRO",2009,-0.504069752198999,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000010000000"
"1292-64509","LEONTESDC1",2009-06-21,"AHY","M",74.1,120,"AMRO",2009,0.616128113130256,58.55267795,9.400422031,3428.41609511642,88.3679343609102,0,0.166666666666667,"00000000010000000"
"1292-64512","KESTSABDC1",2009-07-11,"AHY","F",75.1,121,"AMRO",2009,0.603640725240079,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000011000000"
"1292-64515","GERYERIMD1",2009-07-17,"HY","U",75.9,121,"AMRO",2009,0.712696625194819,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000000010000000"
"1292-64516","REITBOBMD1",2009-07-28,"HY","U",72.1,100,"AMRO",2009,4.11839295809872,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000000010000000"
"1292-64545","KESTSABDC1",2014-06-13,"SY","F",NA,NA,"AMRO",2014,NA,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000100"
"1292-64546","KESTSABDC1",2014-06-13,"AHY","F",80.6,121,"AMRO",2014,1.35340003742891,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000100"
"1292-64547","STANJEFMD1",2014-06-16,"SY","M",NA,NA,"AMRO",2014,NA,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000000000100"
"1292-64548","OLONMARDC1",2014-06-20,"AHY","M",NA,NA,"AMRO",2014,NA,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000000000100"
"1292-64550","BRIGKIMMD1",2014-07-01,"HY","U",NA,NA,"AMRO",2014,NA,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000000000100"
"1292-64551","BRIGKIMMD1",2014-07-01,"SY","F",NA,NA,"AMRO",2014,NA,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000000000100"
"1292-64552","BRIGKIMMD1",2014-07-01,"AHY","M",NA,NA,"AMRO",2014,NA,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000000000100"
"1292-64553","BRIGKIMMD1",2014-07-01,"AHY","M",NA,NA,"AMRO",2014,NA,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000000000100"
"1292-64554","LANDCELVA1",2014-07-10,"SY","M",NA,NA,"AMRO",2014,NA,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000000000100"
"1292-64557","BROWANNDC1",2014-07-18,"HY","U",NA,NA,"AMRO",2014,NA,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000000000000100"
"1292-64558","BROWANNMD1",2014-07-22,"HY","U",NA,NA,"AMRO",2014,NA,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000100"
"1292-64559","BROWANNMD1",2014-07-22,"HY","U",NA,NA,"AMRO",2014,NA,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000100"
"1292-64560","BROWANNMD1",2014-07-22,"AHY","U",NA,NA,"AMRO",2014,NA,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000100"
"1292-64561","BROWANNMD1",2014-07-22,"AHY","U",NA,NA,"NOMO",2014,NA,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000100"
"1292-64562","BROWANNMD1",2014-07-22,"HY","U",NA,NA,"NOMO",2014,NA,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000100"
"1292-64572","FARYSIMMD1",2015-06-26,"SY","M",72.8,125,"AMRO",2015,-0.262671883304657,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000000010"
"1292-64573","CAMPROSMD1",2015-07-06,"AHY","F",55,125,"AMRO",2015,-2.55400866894714,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000010"
"1292-64574","CAMPROSMD1",2015-07-06,"AHY","M",71.3,123,"AMRO",2015,-0.191146959476334,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000011"
"1292-64575","CAMPROSMD1",2015-07-06,"AHY","M",73.7,126,"AMRO",2015,-0.279099960502876,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000010"
"1292-64583","STEWBETMD1",2015-07-29,"AHY","M",78.9,125,"AMRO",2015,0.522561509527881,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000000000010"
"1342-72970","SILLSCOMD1",2013-07-02,"HY","U",77.3,132,"AMRO",2013,-0.594403328888552,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"1342-72971","SILLSCOMD1",2013-07-02,"AHY","F",81.2,125,"AMRO",2013,0.81863311666146,36.37380132,18.83333056,1323.05342246683,354.69433998223,1.33333333333333,0.5,"00000000000001000"
"1342-72977","BURDROBVA1",2015-06-01,"AHY","F",76.6,122,"AMRO",2015,0.657764679958338,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000000010"
"1342-72978","BURDROBVA1",2015-06-01,"AHY","M",65.8,123,"AMRO",2015,-0.919556385555445,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000000000010"
"1342-72981","MCDOELIVA1",2015-06-16,"AHY","F",80.4,127,"AMRO",2015,0.430165199837912,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000000000011"
"1342-72982","BROWANNMD1",2015-06-19,"AHY","F",77,121,"AMRO",2015,0.862648487632584,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000000010"
"1342-72983","NEWBCARVA1",2015-06-22,"AHY","F",78.4,120,"AMRO",2015,1.21093881466072,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000011"
"1342-72986","ZAMBTRAMD1",2015-06-30,"AHY","F",76.3,121,"AMRO",2015,0.767224575172186,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000000000000011"
"1342-72988","LEONTESDC1",2015-07-07,"AHY","F",75,122,"AMRO",2015,0.442793472376734,58.55267795,9.400422031,3428.41609511642,88.3679343609102,0,0.166666666666667,"00000000000000010"
"1342-74065","BROWANNMD1",2013-07-01,"AHY","F",74.5,123,"AMRO",2013,0.232654888424239,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000000001000"
"1342-74078","KESTSABDC1",2013-07-13,"AHY","M",72.4,123,"AMRO",2013,-0.0454650742605119,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000001000"
"1342-74079","KESTSABDC1",2013-07-13,"AHY","F",85.4,120,"AMRO",2013,2.17923530552427,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000001000"
"1342-74089","MCDOELIVA1",2013-06-16,"SY","M",77.5,131,"AMRO",2013,-0.448747320323376,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000000001000"
"1342-74090","WOLFAMYDC1",2013-06-15,"SY","M",82.1,124,"AMRO",2013,1.0851389420448,81.033,0,6566.347089,0,NA,0,"00000000000001000"
"1342-74092","ONTAHOUDC1",2013-06-08,"AHY","F",47.7,110,"NOMO",2013,-0.542513733944417,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000001000"
"1342-74093","ONTAHOUDC1",2013-06-08,"HY","U",42.7,106,"NOMO",2013,-0.821372227939215,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000001000"
"1342-74094","ONTAHOUDC1",2013-06-08,"AHY","F",52.4,109,"NOMO",2013,0.559260681458367,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000001000"
"1342-74095","LEONTESDC1",2013-06-05,"AHY","M",79.4,132,"AMRO",2013,-0.348826162476428,58.55267795,9.400422031,3428.41609511642,88.3679343609102,0,0.166666666666667,"00000000000001100"
"1352-45901","MOSMCARMD1",2013-07-29,"HY","U",74.1,127,"AMRO",2013,-0.358443340236072,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00000000000001000"
"1352-46201","CAMPROSMD1",2014-06-09,"AHY","M",86,133,"AMRO",2014,0.290119784504364,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"1352-46202","CAMPROSMD1",2014-06-09,"HY","U",75.5,119,"AMRO",2014,0.964936715983527,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000000100"
"1352-46203","VONGJENMD1",2014-06-14,"AHY","F",71.1,116,"AMRO",2014,0.806608137191031,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000100"
"1352-46212","BUISNORVA1",2014-06-24,"AHY","M",71.4,119,"AMRO",2014,0.389366301998395,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000000100"
"1352-46213","CAMPGLOMD1",2014-06-26,"AHY","M",75.3,127,"AMRO",2014,-0.208232189745789,10.51684714,43.02058961,110.604073766126,1850.77113039204,0.333333333333333,0.166666666666667,"00000000000000100"
"1352-46214","JACOMERMD1",2014-06-27,"AHY","M",79.1,128,"AMRO",2014,0.131528916521822,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000000000000100"
"1352-46230","STUECHRVA2",2015-06-21,"SY","M",75.3,129,"AMRO",2015,-0.464227053054084,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000000000010"
"1352-46510","BALASUCMD1",2014-06-16,"AHY","F",88,124,"AMRO",2014,1.85545334969193,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000000101"
"1352-46511","BALASUCMD1",2014-06-16,"SY","M",75.6,135,"AMRO",2014,-1.13646899881733,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000000100"
"1352-46512","BALASUCMD1",2014-06-16,"HY","U",69.4,121,"AMRO",2014,-0.173382561937432,14.83659224,65.48449142,220.124469296028,4288.21861653605,0,0,"00000000000000100"
"1352-46523","FARYSIMMD1",2014-06-30,"AHY","F",37.9,96,"NOMO",2014,0.0555016582099308,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000000000111"
"1352-46574","MISSEDDC1",2015-07-06,"HY","U",71.4,121,"AMRO",2015,0.0992571879494142,61.429,2.36,3773.522041,5.5696,NA,0.333333333333333,"00000000000000010"
"1352-46576","PADORAMVA1",2015-06-24,"SY","F",74,116,"AMRO",2015,1.23245498752276,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000000000000010"
"1352-46590","KESTSABDC1",2015-05-02,"AHY","M",49.4,108,"NOMO",2015,0.165982864933471,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000010"
"1352-46591","KESTSABDC1",2015-05-02,"AHY","F",81.4,131,"AMRO",2015,0.0134773867021953,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000010"
"1352-46592","KESTSABDC1",2015-05-02,"AHY","M",71.1,132,"AMRO",2015,-1.31944067734339,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000011"
"1352-46593","KESTSABDC1",2015-05-02,"AHY","F",NA,NA,"AMRO",2015,NA,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000000000010"
"1561-96297","PERRCHRMD1",2005-04-27,"AHY","U",22.7,61.5,"CARW",2005,0.450428664532639,0,98.61435002,0,9724.79002986707,0,0,"00000100000000000"
"1652-46211","BUISNORVA1",2014-06-24,"AHY","F",89.4,123,"AMRO",2014,2.20598224271129,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000000100"
"1721-48501","STURCARMD1",2001-06-13,"AHY","M",21,57.5,"CARW",2001,1.1525331737824,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01110000000000000"
"1721-48502","STURCARMD1",2001-06-13,"HY","U",19.2,58,"CARW",2001,0.00864744883327596,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"01000000000000000"
"1721-48506","COLSKATMD1",2001-06-20,"AHY","M",22.1,59,"CARW",2001,1.11237568064593,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"01100000000000000"
"1721-48507","COLSKATMD1",2001-06-20,"AHY","M",21,66,"SOSP",2001,-0.0603727688695008,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"01000000000000000"
"1721-48508","SALOSHEMD1",2001-06-25,"AHY","M",20.5,60,"CARW",2001,-0.0557004078750288,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"01010000000000000"
"1721-48518","REITBOBMD1",2001-07-02,"SY","M",22.8,68.5,"SOSP",2001,0.237729027454929,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"01100000000000000"
